resource_id,resource_type,subject,topic,learning_goal,vark_visual,vark_auditory,vark_reading,vark_kinesthetic,difficulty_level,effectiveness_rating,url,,description,duration_minutes,,has_visuals,has_audio,has_text,is_interactive,,,,user_ratings_average,completion_rate,,time_spent_average,,,,,,vark_dominant_style
EDU_000462,lecture,Geography,Urban Geography,Synthesize information from multiple sources,5,92,18,7,Expert,3.7,https://www.khanacademy.org/partner-content/crash-course1/crash-course-geography,,Geography - Urban Geography: Synthesize information from multiple sources,36,,False,True,False,False,,,,4.04,0.62,,30.4,,,,,,vark_auditory
EDU_000463,podcast,Geography,Cultural Geography,Connect concepts to everyday experiences,19,92,18,26,Expert,4.3,https://www.bbc.co.uk/programmes/b006qykl,,Geography - Cultural Geography: Connect concepts to everyday experiences,63,,False,True,False,False,,,,4.69,0.76,,73.8,,,,,,vark_auditory
EDU_000464,podcast,Geography,Cultural Geography,Analyze and evaluate information critically,18,64,34,46,Advanced,3.3,https://www.npr.org/podcasts/510289/planet-money,,Geography - Cultural Geography: Analyze and evaluate information critically,71,,False,True,False,False,,,,4.09,0.77,,83.2,,,,,,vark_auditory
EDU_000465,case_study,Geography,Physical Geography,Foster creative thinking and innovation,2,68,30,52,Expert,3.8,https://www.mathsisfun.com/definitions/,,Geography - Physical Geography: Foster creative thinking and innovation,49,,False,False,True,False,,,,3.59,0.67,,55.8,,,,,,vark_auditory
EDU_000466,case_study,Geography,Geomorphology,Foster creative thinking and innovation,81,28,45,18,Intermediate,4.3,https://brilliant.org/courses/,,Geography - Geomorphology: Foster creative thinking and innovation,20,,False,False,True,False,,,,4.64,0.61,,22,,,,,,vark_visual
EDU_000467,case_study,Geography,Biogeography,Connect concepts to everyday experiences,51,21,63,0,Expert,3.1,https://www.khanacademy.org/math,,Geography - Biogeography: Connect concepts to everyday experiences,49,,False,False,True,False,,,,4.54,0.82,,40.9,,,,,,vark_reading
EDU_000468,webinar,Geography,Cultural Geography,Synthesize information from multiple sources,21,30,56,62,Intermediate,3.4,https://www.futurelearn.com/subjects/maths-courses,,Geography - Cultural Geography: Synthesize information from multiple sources,33,,False,True,False,False,,,,4.02,0.69,,30.9,,,,,,vark_kinesthetic
EDU_000469,documentary,Geography,Cultural Geography,Apply knowledge to solve real-world problems,73,0,60,12,Expert,4.8,https://www.nationalgeographic.com/science/,,Geography - Cultural Geography: Apply knowledge to solve real-world problems,90,,False,False,False,False,,,,4.77,0.93,,94.2,,,,,,vark_visual
EDU_000470,research_paper,Geography,Economic Geography,Develop research and inquiry skills,27,35,77,32,Intermediate,4.4,https://www.ams.org/journals/,,Geography - Economic Geography: Develop research and inquiry skills,75,,False,False,True,False,,,,3.87,0.61,,73.1,,,,,,vark_reading
EDU_000471,presentation,Geography,Physical Geography,Apply knowledge to solve real-world problems,51,4,21,76,Beginner,3.2,https://prezi.com/explore/tag/mathematics/,,Geography - Physical Geography: Apply knowledge to solve real-world problems,41,,True,False,False,False,,,,4.55,0.83,,34.5,,,,,,vark_kinesthetic
EDU_000472,interactive_simulation,Geography,Human Geography,Foster creative thinking and innovation,61,8,46,60,Intermediate,3.6,https://world.geography.name/,,Geography - Human Geography: Foster creative thinking and innovation,45,,False,False,False,True,,,,3.91,0.84,,53.8,,,,,,vark_visual
EDU_000473,documentary,Geography,Cartography,Synthesize information from multiple sources,36,46,22,62,Intermediate,3.2,https://www.youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q,,Geography - Cartography: Synthesize information from multiple sources,71,,False,False,False,False,,,,4.96,0.64,,59.7,,,,,,vark_kinesthetic
EDU_000474,animation,Geography,Physical Geography,Synthesize information from multiple sources,10,1,19,63,Advanced,4,https://www.desmos.com/calculator,,Geography - Physical Geography: Synthesize information from multiple sources,49,,True,False,False,False,,,,4.31,0.79,,45.6,,,,,,vark_kinesthetic
EDU_000475,educational_game,Geography,Economic Geography,Analyze and evaluate information critically,80,10,43,49,Beginner,4.3,https://www.abcya.com/grades/k,,Geography - Economic Geography: Analyze and evaluate information critically,79,,False,False,False,True,,,,4.16,0.88,,90.7,,,,,,vark_visual
EDU_000476,interactive_simulation,Geography,Cartography,Understand fundamental concepts and principles,47,1,85,55,Intermediate,3.6,https://www.nationalgeographic.com/,,Geography - Cartography: Understand fundamental concepts and principles,74,,False,False,False,True,,,,3.83,0.61,,62.1,,,,,,vark_reading
EDU_000477,quiz,Geography,Cartography,Develop practical skills and competencies,5,31,18,94,Beginner,3.9,https://brilliant.org/practice/,,Geography - Cartography: Develop practical skills and competencies,42,,False,False,False,False,,,,4.62,0.64,,47.7,,,,,,vark_kinesthetic
EDU_000478,podcast,Geography,Biogeography,Analyze and evaluate information critically,60,42,25,2,Expert,3.6,https://podcasts.apple.com/us/podcast/stuff-you-should-know/id278981407,,Geography - Biogeography: Analyze and evaluate information critically,62,,False,True,False,False,,,,4.65,0.69,,53.9,,,,,,vark_visual
EDU_000479,documentary,Geography,Physical Geography,Understand fundamental concepts and principles,44,19,87,21,Advanced,3.8,https://www.bbc.co.uk/programmes/b006mgxf,,Geography - Physical Geography: Understand fundamental concepts and principles,21,,False,False,False,False,,,,4.63,0.94,,23.2,,,,,,vark_reading
EDU_000480,virtual_lab,Geography,Cultural Geography,Develop research and inquiry skills,1,99,46,37,Advanced,3.4,https://www.chemcollective.org/vlab,,Geography - Cultural Geography: Develop research and inquiry skills,59,,False,False,False,True,,,,4.13,0.76,,67.8,,,,,,vark_auditory
EDU_000481,worksheet,Geography,Human Geography,Build foundation for advanced study,57,65,16,59,Expert,4.5,https://www.math-drills.com/,,Geography - Human Geography: Build foundation for advanced study,68,,False,False,True,False,,,,3.86,0.86,,55.5,,,,,,vark_auditory
EDU_000482,video,Geography,Cultural Geography,Connect concepts to everyday experiences,54,65,23,57,Intermediate,3.3,https://ocw.mit.edu/courses/mathematics/,,Geography - Cultural Geography: Connect concepts to everyday experiences,27,,True,True,False,False,,,,4.18,0.6,,31.2,,,,,,vark_auditory
EDU_000483,interactive_simulation,Geography,Hydrology,Foster creative thinking and innovation,32,82,44,39,Advanced,3.3,https://world.geography.name/,,Geography - Hydrology: Foster creative thinking and innovation,70,,False,False,False,True,,,,4.46,0.67,,72.6,,,,,,vark_auditory
EDU_000484,assessment,Geography,Climatology,Develop practical skills and competencies,14,5,81,16,Expert,3.2,https://www.mathsisfun.com/definitions/,,Geography - Climatology: Develop practical skills and competencies,43,,False,False,False,False,,,,4.91,0.81,,48.2,,,,,,vark_reading
EDU_000485,worksheet,Geography,Cultural Geography,Understand fundamental concepts and principles,34,82,4,22,Advanced,3.6,https://www.commoncoresheets.com/,,Geography - Cultural Geography: Understand fundamental concepts and principles,85,,False,False,True,False,,,,3.76,0.91,,71.7,,,,,,vark_auditory
EDU_000486,text,Geography,Urban Geography,Connect concepts to everyday experiences,2,51,66,29,Intermediate,3.2,https://www.britannica.com/science/geography,,Geography - Urban Geography: Connect concepts to everyday experiences,59,,False,False,True,False,,,,3.83,0.69,,52.3,,,,,,vark_reading
EDU_000487,quiz,Geography,Cultural Geography,Connect concepts to everyday experiences,26,99,5,46,Expert,4.4,https://www.prodigy.com/,,Geography - Cultural Geography: Connect concepts to everyday experiences,32,,False,False,False,False,,,,4.02,0.77,,29.6,,,,,,vark_auditory
EDU_000488,text,Geography,Cartography,Foster creative thinking and innovation,5,41,77,16,Intermediate,3.2,https://world.geography.name/,,Geography - Cartography: Foster creative thinking and innovation,20,,False,False,True,False,,,,4.91,0.77,,21.1,,,,,,vark_reading
EDU_000489,video,Geography,Urban Geography,Develop practical skills and competencies,43,1,59,89,Intermediate,4.3,https://www.coursera.org/learn/machine-learning,,Geography - Urban Geography: Develop practical skills and competencies,37,,True,True,False,False,,,,4.19,0.62,,30.9,,,,,,vark_kinesthetic
EDU_000490,infographic,Geography,Biogeography,Foster creative thinking and innovation,55,83,15,47,Expert,3.7,https://www.mathsisfun.com/,,Geography - Biogeography: Foster creative thinking and innovation,32,,True,False,False,False,,,,3.56,0.71,,35.8,,,,,,vark_auditory
EDU_000491,quiz,Geography,Climatology,Develop practical skills and competencies,57,10,94,35,Intermediate,3.5,https://www.sporcle.com/games/category/science,,Geography - Climatology: Develop practical skills and competencies,35,,False,False,False,False,,,,3.68,0.7,,36.2,,,,,,vark_reading
EDU_000492,video,Geography,Human Geography,Develop research and inquiry skills,43,89,7,4,Intermediate,3.2,https://www.coursera.org/learn/machine-learning,,Geography - Human Geography: Develop research and inquiry skills,23,,True,True,False,False,,,,4.67,0.75,,23.8,,,,,,vark_auditory
EDU_000493,assessment,Geography,Human Geography,Foster creative thinking and innovation,18,46,94,57,Beginner,3.3,https://www.mathsisfun.com/definitions/,,Geography - Human Geography: Foster creative thinking and innovation,24,,False,False,False,False,,,,3.78,0.86,,20.7,,,,,,vark_reading
EDU_000494,project,Geography,Human Geography,Foster creative thinking and innovation,82,16,6,7,Intermediate,3.5,https://www.instructables.com/circuits/science/,,Geography - Human Geography: Foster creative thinking and innovation,50,,False,False,False,False,,,,3.91,0.83,,46.1,,,,,,vark_visual
EDU_000495,assessment,Geography,Political Geography,Connect concepts to everyday experiences,50,58,86,56,Advanced,3.8,https://www.prodigy.com/,,Geography - Political Geography: Connect concepts to everyday experiences,42,,False,False,False,False,,,,3.9,0.71,,37.9,,,,,,vark_reading
EDU_000496,webinar,Geography,Political Geography,Apply knowledge to solve real-world problems,14,20,89,22,Beginner,4.1,https://www.ted.com/talks,,Geography - Political Geography: Apply knowledge to solve real-world problems,74,,False,True,False,False,,,,4.17,0.77,,76.8,,,,,,vark_reading
EDU_000497,project,Geography,Physical Geography,Connect concepts to everyday experiences,98,45,13,24,Advanced,4.6,https://www.khanacademy.org/math,,Geography - Physical Geography: Connect concepts to everyday experiences,87,,False,False,False,False,,,,4.94,0.7,,89.6,,,,,,vark_visual
EDU_000498,animation,Geography,Political Geography,Develop practical skills and competencies,73,11,16,5,Beginner,4.3,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Geography - Political Geography: Develop practical skills and competencies,33,,True,False,False,False,,,,4.53,0.84,,29.7,,,,,,vark_visual
EDU_000499,webinar,Geography,Geomorphology,Build foundation for advanced study,44,79,33,41,Beginner,4.4,https://www.ted.com/talks,,Geography - Geomorphology: Build foundation for advanced study,25,,False,True,False,False,,,,3.68,0.89,,25.7,,,,,,vark_auditory
EDU_000500,lecture,Geography,Geology,Connect concepts to everyday experiences,27,84,55,44,Beginner,4.9,https://www.nationalgeographic.com/,,Geography - Geology: Connect concepts to everyday experiences,16,,False,True,False,False,,,,4.7,0.64,,13.6,,,,,,vark_auditory
EDU_000501,audio,Geography,Climatology,Apply knowledge to solve real-world problems,26,9,19,89,Intermediate,4.3,https://www.coursera.org/learn/learning-how-to-learn,,Geography - Climatology: Apply knowledge to solve real-world problems,23,,False,True,False,False,,,,3.94,0.84,,18.5,,,,,,vark_kinesthetic
EDU_000502,research_paper,Geography,Political Geography,Connect concepts to everyday experiences,99,22,54,46,Advanced,4.2,https://arxiv.org/list/math/recent,,Geography - Political Geography: Connect concepts to everyday experiences,63,,False,False,True,False,,,,4.64,0.71,,51,,,,,,vark_visual
EDU_000503,text,Geography,Geology,Develop research and inquiry skills,19,14,51,67,Expert,3.8,https://www.britannica.com/science/geography,,Geography - Geology: Develop research and inquiry skills,58,,False,False,True,False,,,,4.78,0.91,,68,,,,,,vark_kinesthetic
EDU_000504,audio,Geography,Urban Geography,Foster creative thinking and innovation,83,19,38,23,Expert,4.9,https://www.ted.com/talks,,Geography - Urban Geography: Foster creative thinking and innovation,28,,False,True,False,False,,,,4.28,0.94,,30.9,,,,,,vark_visual
EDU_000505,project,Psychology,Personality Psychology,Develop practical skills and competencies,59,35,80,10,Intermediate,4.5,https://www.khanacademy.org/math,,Psychology - Personality Psychology: Develop practical skills and competencies,88,,False,False,False,False,,,,4.98,0.85,,96.4,,,,,,vark_reading
EDU_000506,research_paper,Psychology,Cognitive Psychology,Understand fundamental concepts and principles,83,36,10,28,Intermediate,3.4,https://www.ams.org/journals/,,Psychology - Cognitive Psychology: Understand fundamental concepts and principles,77,,False,False,True,False,,,,3.73,0.61,,61.7,,,,,,vark_visual
EDU_000507,audio,Psychology,Learning and Memory,Synthesize information from multiple sources,51,63,36,31,Expert,4.2,https://www.npr.org/podcasts/510289/planet-money,,Psychology - Learning and Memory: Synthesize information from multiple sources,12,,False,True,False,False,,,,4.35,0.85,,10.8,,,,,,vark_auditory
EDU_000508,presentation,Psychology,Forensic Psychology,Synthesize information from multiple sources,32,91,49,35,Advanced,5,https://www.coursera.org/browse/math-and-logic,,Psychology - Forensic Psychology: Synthesize information from multiple sources,38,,True,False,False,False,,,,4.29,0.7,,35.8,,,,,,vark_auditory
EDU_000509,webinar,Psychology,Health Psychology,Develop practical skills and competencies,100,4,59,8,Intermediate,4,https://www.coursera.org/learn/learning-how-to-learn,,Psychology - Health Psychology: Develop practical skills and competencies,47,,False,True,False,False,,,,4.13,0.63,,54.2,,,,,,vark_visual
EDU_000510,tutorial,Psychology,Personality Psychology,Synthesize information from multiple sources,40,87,0,2,Intermediate,3.6,https://www.simplypsychology.org/,,Psychology - Personality Psychology: Synthesize information from multiple sources,46,,False,False,False,False,,,,3.55,0.76,,54.4,,,,,,vark_auditory
EDU_000511,project,Psychology,Cognitive Psychology,Build foundation for advanced study,20,69,51,39,Expert,3.6,https://www.instructables.com/circuits/science/,,Psychology - Cognitive Psychology: Build foundation for advanced study,28,,False,False,False,False,,,,4.57,0.69,,32.6,,,,,,vark_auditory
EDU_000512,text,Psychology,Health Psychology,Foster creative thinking and innovation,54,19,76,20,Intermediate,5,https://www.khanacademy.org/test-prep/mcat/behavior/psychological-foundations-of-behavior,,Psychology - Health Psychology: Foster creative thinking and innovation,32,,False,False,True,False,,,,4.83,0.88,,30.7,,,,,,vark_reading
EDU_000513,animation,Psychology,Clinical Psychology,Analyze and evaluate information critically,98,60,20,51,Beginner,3,https://brilliant.org/courses/,,Psychology - Clinical Psychology: Analyze and evaluate information critically,75,,True,False,False,False,,,,4.68,0.68,,83.4,,,,,,vark_visual
EDU_000514,worksheet,Psychology,Cognitive Psychology,Develop practical skills and competencies,0,0,54,86,Expert,3.6,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Psychology - Cognitive Psychology: Develop practical skills and competencies,87,,False,False,True,False,,,,4.45,0.94,,70.8,,,,,,vark_kinesthetic
EDU_000515,tutorial,Psychology,Health Psychology,Apply knowledge to solve real-world problems,20,78,26,16,Expert,3.4,https://www.simplypsychology.org/,,Psychology - Health Psychology: Apply knowledge to solve real-world problems,11,,False,False,False,False,,,,3.99,0.71,,10.7,,,,,,vark_auditory
EDU_000516,presentation,Psychology,Social Psychology,Develop research and inquiry skills,37,48,73,38,Intermediate,3.7,https://www.ted.com/talks/topics/math,,Psychology - Social Psychology: Develop research and inquiry skills,24,,True,False,False,False,,,,4.35,0.73,,22.5,,,,,,vark_reading
EDU_000517,presentation,Psychology,Social Psychology,Develop research and inquiry skills,89,25,37,9,Beginner,4,https://www.khanacademy.org/math,,Psychology - Social Psychology: Develop research and inquiry skills,26,,True,False,False,False,,,,4.41,0.62,,27.4,,,,,,vark_visual
EDU_000518,tutorial,Psychology,Learning and Memory,Develop practical skills and competencies,36,65,31,54,Intermediate,4,https://www.khanacademy.org/test-prep/mcat/behavior/psychological-foundations-of-behavior,,Psychology - Learning and Memory: Develop practical skills and competencies,38,,False,False,False,False,,,,4.4,0.84,,30.5,,,,,,vark_auditory
EDU_000519,assessment,Psychology,Forensic Psychology,Develop practical skills and competencies,46,20,76,43,Beginner,4.6,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Psychology - Forensic Psychology: Develop practical skills and competencies,23,,False,False,False,False,,,,4.7,0.87,,22.5,,,,,,vark_reading
EDU_000520,podcast,Psychology,Forensic Psychology,Understand fundamental concepts and principles,66,41,5,54,Advanced,4.2,https://podcasts.apple.com/us/podcast/stuff-you-should-know/id278981407,,Psychology - Forensic Psychology: Understand fundamental concepts and principles,55,,False,True,False,False,,,,3.5,0.68,,64.8,,,,,,vark_visual
EDU_000521,infographic,Psychology,Social Psychology,Analyze and evaluate information critically,82,20,51,15,Advanced,3.7,https://www.visualcapitalist.com/category/science/,,Psychology - Social Psychology: Analyze and evaluate information critically,80,,True,False,False,False,,,,3.56,0.77,,68.7,,,,,,vark_visual
EDU_000522,worksheet,Psychology,Cognitive Psychology,Analyze and evaluate information critically,60,20,81,54,Advanced,3.7,https://www.education.com/worksheets/math/,,Psychology - Cognitive Psychology: Analyze and evaluate information critically,85,,False,False,True,False,,,,4.78,0.69,,95.6,,,,,,vark_reading
EDU_000523,infographic,Psychology,Cognitive Psychology,Develop research and inquiry skills,45,69,50,14,Expert,3.9,https://www.visualcapitalist.com/category/science/,,Psychology - Cognitive Psychology: Develop research and inquiry skills,34,,True,False,False,False,,,,4.17,0.61,,35,,,,,,vark_auditory
EDU_000524,interactive_simulation,Psychology,Clinical Psychology,Apply knowledge to solve real-world problems,33,49,95,25,Beginner,4.9,https://www.simplypsychology.org/,,Psychology - Clinical Psychology: Apply knowledge to solve real-world problems,79,,False,False,False,True,,,,4.29,0.78,,82.1,,,,,,vark_reading
EDU_000525,lecture,Psychology,Forensic Psychology,Develop practical skills and competencies,15,5,43,76,Beginner,4.8,https://www.apa.org/,,Psychology - Forensic Psychology: Develop practical skills and competencies,33,,False,True,False,False,,,,4.23,0.83,,28.3,,,,,,vark_kinesthetic
EDU_000526,case_study,Psychology,Learning and Memory,Apply knowledge to solve real-world problems,25,76,53,49,Advanced,3.3,https://brilliant.org/courses/,,Psychology - Learning and Memory: Apply knowledge to solve real-world problems,67,,False,False,True,False,,,,4.33,0.69,,67.3,,,,,,vark_auditory
EDU_000527,assessment,Psychology,Social Psychology,Build foundation for advanced study,79,28,14,3,Expert,4,https://www.ixl.com/math/,,Psychology - Social Psychology: Build foundation for advanced study,32,,False,False,False,False,,,,3.91,0.84,,36.2,,,,,,vark_visual
EDU_000528,worksheet,Psychology,Abnormal Psychology,Foster creative thinking and innovation,100,4,59,43,Beginner,4.3,https://www.commoncoresheets.com/,,Psychology - Abnormal Psychology: Foster creative thinking and innovation,51,,False,False,True,False,,,,4.07,0.65,,52,,,,,,vark_visual
EDU_000529,podcast,Psychology,Educational Psychology,Apply knowledge to solve real-world problems,84,51,15,9,Advanced,4.8,https://www.ted.com/podcasts/ted-talks-daily,,Psychology - Educational Psychology: Apply knowledge to solve real-world problems,35,,False,True,False,False,,,,3.96,0.76,,29.6,,,,,,vark_visual
EDU_000530,podcast,Psychology,Cognitive Psychology,Build foundation for advanced study,26,42,74,36,Intermediate,3.5,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Psychology - Cognitive Psychology: Build foundation for advanced study,50,,False,True,False,False,,,,4.2,0.63,,58.4,,,,,,vark_reading
EDU_000531,project,Psychology,Social Psychology,Build foundation for advanced study,88,38,42,55,Expert,4.4,https://brilliant.org/courses/,,Psychology - Social Psychology: Build foundation for advanced study,59,,False,False,False,False,,,,4.48,0.62,,61.9,,,,,,vark_visual
EDU_000532,webinar,Psychology,Forensic Psychology,Develop practical skills and competencies,46,60,71,48,Advanced,3.9,https://www.ted.com/talks,,Psychology - Forensic Psychology: Develop practical skills and competencies,65,,False,True,False,False,,,,4.34,0.74,,66.8,,,,,,vark_reading
EDU_000533,audio,Psychology,Abnormal Psychology,Build foundation for advanced study,22,79,30,57,Beginner,4.3,https://www.npr.org/podcasts/510289/planet-money,,Psychology - Abnormal Psychology: Build foundation for advanced study,22,,False,True,False,False,,,,4.84,0.68,,21.6,,,,,,vark_auditory
EDU_000534,interactive_simulation,Psychology,Social Psychology,Synthesize information from multiple sources,99,28,45,51,Beginner,3.2,https://www.simplypsychology.org/,,Psychology - Social Psychology: Synthesize information from multiple sources,40,,False,False,False,True,,,,4.5,0.69,,35.5,,,,,,vark_visual
EDU_000535,interactive_simulation,Psychology,Personality Psychology,Connect concepts to everyday experiences,17,98,10,24,Intermediate,4.6,https://brilliant.org/psychology/,,Psychology - Personality Psychology: Connect concepts to everyday experiences,73,,False,False,False,True,,,,3.68,0.61,,77.8,,,,,,vark_auditory
EDU_000536,interactive_simulation,Psychology,Educational Psychology,Synthesize information from multiple sources,52,32,93,52,Intermediate,3.5,https://www.simplypsychology.org/,,Psychology - Educational Psychology: Synthesize information from multiple sources,65,,False,False,False,True,,,,4.9,0.95,,54.1,,,,,,vark_reading
EDU_000537,presentation,Psychology,Clinical Psychology,Synthesize information from multiple sources,43,10,69,20,Intermediate,4.5,https://prezi.com/explore/tag/mathematics/,,Psychology - Clinical Psychology: Synthesize information from multiple sources,18,,True,False,False,False,,,,3.54,0.76,,15.5,,,,,,vark_reading
EDU_000538,presentation,Psychology,Cognitive Psychology,Connect concepts to everyday experiences,43,65,45,13,Expert,3.7,https://www.slideshare.net/topic/mathematics,,Psychology - Cognitive Psychology: Connect concepts to everyday experiences,30,,True,False,False,False,,,,4.69,0.64,,30.2,,,,,,vark_auditory
EDU_000539,audio,Psychology,Educational Psychology,Prepare for standardized tests and assessments,91,37,39,34,Beginner,4.6,https://www.npr.org/podcasts/510289/planet-money,,Psychology - Educational Psychology: Prepare for standardized tests and assessments,38,,False,True,False,False,,,,3.58,0.84,,37.9,,,,,,vark_visual
EDU_000540,video,Psychology,Abnormal Psychology,Apply knowledge to solve real-world problems,18,22,70,31,Intermediate,3.3,https://www.youtube.com/channel/UCoxcjq-8xIDTYp3uz647V5A,,Psychology - Abnormal Psychology: Apply knowledge to solve real-world problems,59,,True,True,False,False,,,,4.22,0.81,,69.4,,,,,,vark_reading
EDU_000541,video,Psychology,Health Psychology,Build foundation for advanced study,27,56,4,66,Expert,4.5,https://www.coursera.org/learn/machine-learning,,Psychology - Health Psychology: Build foundation for advanced study,22,,True,True,False,False,,,,3.67,0.89,,21.3,,,,,,vark_kinesthetic
EDU_000542,presentation,Psychology,Clinical Psychology,Connect concepts to everyday experiences,30,47,9,96,Advanced,3.8,https://www.slideshare.net/topic/mathematics,,Psychology - Clinical Psychology: Connect concepts to everyday experiences,31,,True,False,False,False,,,,4.41,0.61,,26.7,,,,,,vark_kinesthetic
EDU_000543,documentary,Psychology,Educational Psychology,Connect concepts to everyday experiences,49,99,52,2,Intermediate,3.4,https://www.youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q,,Psychology - Educational Psychology: Connect concepts to everyday experiences,28,,False,False,False,False,,,,4.13,0.93,,24.2,,,,,,vark_auditory
EDU_000544,virtual_lab,Psychology,Abnormal Psychology,Analyze and evaluate information critically,15,34,23,63,Beginner,3,https://www.chemcollective.org/vlab,,Psychology - Abnormal Psychology: Analyze and evaluate information critically,69,,False,False,False,True,,,,4.77,0.66,,70.8,,,,,,vark_kinesthetic
EDU_000545,assessment,Psychology,Developmental Psychology,Develop research and inquiry skills,83,46,34,60,Beginner,4,https://www.prodigy.com/,,Psychology - Developmental Psychology: Develop research and inquiry skills,23,,False,False,False,False,,,,4.61,0.84,,20.8,,,,,,vark_visual
EDU_000546,presentation,Psychology,Social Psychology,Apply knowledge to solve real-world problems,25,85,47,29,Beginner,4.2,https://www.coursera.org/browse/math-and-logic,,Psychology - Social Psychology: Apply knowledge to solve real-world problems,54,,True,False,False,False,,,,3.99,0.8,,61.3,,,,,,vark_auditory
EDU_000547,presentation,Psychology,Social Psychology,Connect concepts to everyday experiences,95,32,59,43,Intermediate,4.3,https://www.slideshare.net/topic/mathematics,,Psychology - Social Psychology: Connect concepts to everyday experiences,50,,True,False,False,False,,,,3.82,0.85,,45.9,,,,,,vark_visual
EDU_000548,virtual_lab,Psychology,Health Psychology,Connect concepts to everyday experiences,45,36,47,92,Expert,3.7,https://www.chemcollective.org/vlab,,Psychology - Health Psychology: Connect concepts to everyday experiences,66,,False,False,False,True,,,,3.74,0.79,,77.9,,,,,,vark_kinesthetic
EDU_000549,virtual_lab,Psychology,Abnormal Psychology,Build foundation for advanced study,8,52,64,44,Beginner,4.3,https://www.labxchange.org/,,Psychology - Abnormal Psychology: Build foundation for advanced study,63,,False,False,False,True,,,,4.97,0.65,,66.9,,,,,,vark_reading
EDU_000550,quiz,Psychology,Educational Psychology,Connect concepts to everyday experiences,21,100,58,55,Intermediate,4.3,https://www.prodigy.com/,,Psychology - Educational Psychology: Connect concepts to everyday experiences,18,,False,False,False,False,,,,4.22,0.79,,16.9,,,,,,vark_auditory
EDU_000551,case_study,Psychology,Forensic Psychology,Prepare for standardized tests and assessments,61,0,40,31,Intermediate,3.8,https://en.wikipedia.org/wiki/Portal:Mathematics,,Psychology - Forensic Psychology: Prepare for standardized tests and assessments,48,,False,False,True,False,,,,3.96,0.66,,42.4,,,,,,vark_visual
EDU_000552,educational_game,Psychology,Forensic Psychology,Foster creative thinking and innovation,7,98,39,18,Beginner,3.3,https://www.multiplication.com/games,,Psychology - Forensic Psychology: Foster creative thinking and innovation,85,,False,False,False,True,,,,4.69,0.66,,77.5,,,,,,vark_auditory
EDU_000553,interactive_simulation,Psychology,Health Psychology,Build foundation for advanced study,31,61,18,23,Beginner,3.7,https://www.apa.org/,,Psychology - Health Psychology: Build foundation for advanced study,57,,False,False,False,True,,,,3.7,0.8,,66.9,,,,,,vark_auditory
EDU_000554,presentation,Psychology,Abnormal Psychology,Connect concepts to everyday experiences,68,53,56,10,Advanced,3.7,https://www.khanacademy.org/math,,Psychology - Abnormal Psychology: Connect concepts to everyday experiences,24,,True,False,False,False,,,,3.98,0.91,,23.7,,,,,,vark_visual
EDU_000555,webinar,Psychology,Clinical Psychology,Build foundation for advanced study,32,13,48,97,Advanced,3.2,https://www.ted.com/talks,,Psychology - Clinical Psychology: Build foundation for advanced study,63,,False,True,False,False,,,,4.19,0.67,,52.7,,,,,,vark_kinesthetic
EDU_000556,presentation,Psychology,Personality Psychology,Prepare for standardized tests and assessments,2,59,67,39,Expert,4,https://www.coursera.org/browse/math-and-logic,,Psychology - Personality Psychology: Prepare for standardized tests and assessments,15,,True,False,False,False,,,,3.81,0.94,,13,,,,,,vark_reading
EDU_000557,animation,Psychology,Forensic Psychology,Apply knowledge to solve real-world problems,62,44,11,48,Expert,3.8,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Psychology - Forensic Psychology: Apply knowledge to solve real-world problems,74,,True,False,False,False,,,,3.74,0.8,,59.6,,,,,,vark_visual
EDU_000558,quiz,Psychology,Personality Psychology,Synthesize information from multiple sources,89,0,23,44,Advanced,3.7,https://www.sporcle.com/games/category/science,,Psychology - Personality Psychology: Synthesize information from multiple sources,16,,False,False,False,False,,,,4.43,0.77,,14,,,,,,vark_visual
EDU_000559,assessment,Psychology,Abnormal Psychology,Develop research and inquiry skills,0,85,57,21,Beginner,3.2,https://www.mathsisfun.com/definitions/,,Psychology - Abnormal Psychology: Develop research and inquiry skills,24,,False,False,False,False,,,,3.88,0.78,,19.5,,,,,,vark_auditory
EDU_000560,worksheet,Psychology,Clinical Psychology,Apply knowledge to solve real-world problems,35,40,71,55,Beginner,3.9,https://www.superteacherworksheets.com/math.html,,Psychology - Clinical Psychology: Apply knowledge to solve real-world problems,45,,False,False,True,False,,,,3.67,0.71,,48,,,,,,vark_reading
EDU_000561,quiz,Psychology,Educational Psychology,Develop research and inquiry skills,30,5,82,10,Expert,3.9,https://www.ixl.com/math/,,Psychology - Educational Psychology: Develop research and inquiry skills,39,,False,False,False,False,,,,4.19,0.73,,31.3,,,,,,vark_reading
